v1,v2
spam,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.
spam,"Free-message: Jamster!Get the crazy frog sound now! For poly text MAD1, for real text MAD2 to 88888. 6 crazy sounds for just 3 GBP/week! 16+only! T&C's apply"
ham,"life alle mone,eppolum oru pole allalo"
spam,You have been specially selected to receive a 2000 pound award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo
ham,Prof: you have passed in all the papers in this sem congrats . . . . Student: Enna kalaachutaarama..!! Prof:???? Gud mrng!
ham,Siva is in hostel aha:-.
ham,So Ì_ pay first lar... Then when is da stock comin...
ham,"I can't, I don't have her number!"
ham,Which is why i never wanted to tell you any of this. Which is why i'm so short with you and on-edge as of late.
ham,If i start sending blackberry torch to nigeria will you find buyer for me?like 4a month. And tell dad not to buy bb from anyone oh.
ham,"Nt only for driving even for many reasons she is called BBD..thts it chikku, then hw abt dvg cold..heard tht vinobanagar violence hw is the condition..and hw ru ? Any problem?"
ham,Tmr timin still da same wat cos i got lesson until 6...
ham,You busy or can I come by at some point and figure out what we're doing tomorrow
ham,"Aight yo, dats straight dogg"
ham,"(And my man carlos is definitely coming by mu tonight, no excuses)"
ham,K. I will sent it again
ham,Thanx u darlin!im cool thanx. A few bday drinks 2 nite. 2morrow off! Take care c u soon.xxx
ham,Huh i cant thk of more oredi how many pages do we have?
ham,Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow
ham,Okay lor... Wah... like that def they wont let us go... Haha... What did they say in the terms and conditions?
ham,Dont think you need yellow card for uk travel. Ask someone that has gone before. If you do its just  &lt;#&gt; bucks
ham,Kallis wont bat in 2nd innings.
ham,I'm done oredi...
ham,"Oh! Shit, I thought that was your trip! Loooooool ... That just makes SO much more sense now ... *grins* and the sofa reference was ... The \sleep on a couch\"" link you sent me ... Wasn't that how you went on your trip ? Oh ... And didn't your babe go with you for that celebration with your rents?"""
ham,Not a lot has happened here. Feels very quiet. Beth is at her aunts and charlie is working lots. Just me and helen in at the mo. How have you been? 
spam,"URGENT!! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins"
ham,I am not having her number sir
ham,Dai  &lt;#&gt;  naal eruku.
ham,In other news after hassling me to get him weed for a week andres has no money. HAUGHAIGHGTUJHYGUJ
spam,Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx
ham,How long does applebees fucking take
spam,Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs 
ham,Come aftr  &lt;DECIMAL&gt; ..now i m cleaning the house
ham,Olol i printed out a forum post by a guy with the exact same  prob which was fixed with a gpu replacement. Hopefully they dont ignore that.
ham,Dunno lei... I might b eatin wif my frens... If Ì_ wan to eat then i wait 4 Ì_ lar
ham,"Awesome, think we can get an 8th at usf some time tonight?"
ham,Shopping? Eh ger i toking abt syd leh...Haha
ham,All day working day:)except saturday and sunday..
ham,"So anyways, you can just go to your gym or whatever, my love *smiles* I hope your ok and having a good day babe ... I miss you so much already"
ham,I to am looking forward to all the sex cuddling.. Only two more sleeps 
ham,I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.
ham,K..k..i'm also fine:)when will you complete the course?
ham,Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams &amp; Life is empty without frnds.. So Alwys Be In Touch. Good night &amp; sweet dreams
ham,No that just means you have a fat head
ham,No need to buy lunch for me.. I eat maggi mee..
ham,Then what about further plan?
ham,make that 3! 4 fucks sake?! x
ham,"Sorry, I'll call later"
ham,Can i meet Ì_ at 5.. As 4 where depends on where Ì_ wan 2 in lor..
spam,money!!! you r a lucky winner ! 2 claim your prize text money 2 88600 over å£1million to give away ! ppt150x3+normal text rate box403 w1t1jy
ham,Well welp is sort of a semiobscure internet thing
ham,Yeah I imagine he would be really gentle. Unlike the other docs who treat their patients like turkeys.
spam,"Ur balance is now å£600. Next question: Complete the landmark, Big, A. Bob, B. Barry or C. Ben ?. Text A, B or C to 83738. Good luck!"
ham,Dont put your phone on silent mode ok
ham,Ok. How many should i buy.
ham,Sometimes Heart Remembrs someone Very much... Forgets someone soon... Bcoz Heart will not like everyone. But liked ones will be Remembered Everytime... BSLVYL
ham,We are okay. Going to sleep now. Later
ham,"Hi this is yijue, can i meet u at 11 tmr?"
spam,"449050000301 You have won a å£2,000 price! To claim, call 09050000301."
ham,Send to someone else :-)
ham,Ill be there on  &lt;#&gt;  ok.
ham,Quite lor. But dun tell him wait he get complacent...
ham,This is my number by vivek..
ham,I'm also came to room.
ham,Send this to ur friends and receive something about ur voice..... How is my speaking expression? 1.childish 2.naughty 3.Sentiment 4.rowdy 5.ful of attitude 6.romantic 7.shy 8.Attractive 9.funny  &lt;#&gt; .irritating  &lt;#&gt; .lovable. reply me..
ham,And several to you sir.
ham,"Cool, want me to go to kappa or should I meet you outside mu"
ham,When are you guys leaving?
ham,"Hey, can you tell me blake's address? Carlos wanted me to meet him there but I got lost and he's not answering his phone"
ham,Am going to take bath ill place the key in window:-)
ham,"Sorry, I'll call later"
ham,What happen to her tell the truth
ham,Are you up for the challenge? I know i am :)
ham,WHAT TIME U WRKIN?
ham,"Total disappointment, when I texted you was the craziest shit got :("
ham,Ok lor...
ham,Fine if thatåÕs the way u feel. ThatåÕs the way its gota b
ham,Yup i thk cine is better cos no need 2 go down 2 plaza mah.
ham," says that he's quitting at least5times a day so i wudn't take much notice of that. Nah, she didn't mind. Are you gonna see him again? Do you want to come to taunton tonight? U can tell me all about !"
ham,Good evening! How are you?
ham,Ok give me 5 minutes I think I see her. BTW you're my alibi. You were cutting my hair the whole time.
ham,"whatever, im pretty pissed off."
spam,You have won a guaranteed 32000 award or maybe even å£1000 cash to claim ur award call free on 0800 ..... (18+). Its a legitimat efreefone number wat do u think???
ham,Yep then is fine 7.30 or 8.30 for ice age.
ham,"Good afternoon, babe. How goes that day ? Any job prospects yet ? I miss you, my love ... *sighs* ... :-("
ham,If you're thinking of lifting me one then no.
ham,Wat time Ì_ wan today?
ham,Hey!!! I almost forgot ... Happy B-day babe ! I love ya!!
ham,"Dude. What's up. How Teresa. Hope you have been okay. When i didnt hear from these people, i called them and they had received the package since dec  &lt;#&gt; . Just thot you'ld like to know. Do have a fantastic year and all the best with your reading. Plus if you can really really Bam first aid for Usmle, then your work is done."
ham,Die... Now i have e toot fringe again...
ham,I'll be late...
ham,Yup i shd haf ard 10 pages if i add figures... ÌÏ all got how many pages?
spam,-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468
ham,Okay same with me. Well thanks for the clarification
ham,I hope your pee burns tonite.
ham,"K, jason says he's gonna be around so I'll be up there around  &lt;#&gt;"
spam,Good Luck! Draw takes place 28th Feb 06. Good Luck! For removal send STOP to 87239 customer services 08708034412
ham,Convey my regards to him
ham,No pic. Please re-send.
ham,"Jolly good! By the way,  will give u tickets for sat eve 7.30. Speak before then x"
ham,on a Tuesday night r u 4 real
ham,Ha ha - had popped down to the loo when you hello-ed me. Hello!
ham,Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .
ham,"naughty little thought: 'its better to flirt, flirt n flirt, rather than loving someone n gettin hurt, hurt n hurt...:-) Gud nyt"
ham,You bad girl. I can still remember them
ham,Good morning. At the repair shop--the ONLY reason i'm up at this hour.
spam,"Hi, this is Mandy Sullivan calling from HOTMIX FM...you are chosen to receive å£5000.00 in our Easter Prize draw.....Please telephone 09041940223 to claim before 29/03/05 or your prize will be transferred to someone else...."
ham,Customer place i will call you
ham,Ok...
ham,Can you use foreign stamps for whatever you send them off for? 
ham,Huh so slow i tot u reach long ago liao... U 2 more days only i 4 more leh...
ham,No go. No openings for that room 'til after thanksgiving without an upcharge.
ham,Lol alright i was thinkin that too haha
ham,Sorry i din lock my keypad.
ham,"Edison has rightly said, \A fool can ask more questions than a wise man can answer\"" Now you know why all of us are speechless during ViVa.. GM"
ham,So do you have samus shoulders yet
ham,Let's pool our money together and buy a bunch of lotto tickets. If we win I get &lt;#&gt; % u get &lt;#&gt; %. Deal?
ham,"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '"
ham,No. On the way home. So if not for the long dry spell the season would have been over
ham,You should get more chicken broth if you want ramen unless there's some I don't know about
ham,TELL HER I SAID EAT SHIT.
ham,So there's a ring that comes with the guys costumes. It's there so they can gift their future yowifes. Hint hint
ham,"I guess that's why you re worried. You must know that there's a way the body repairs itself. And i'm quite sure you shouldn't worry. We'll take it slow. First the tests, they will guide when your ovulation is then just relax. Nothing you've said is a reason to worry but i.ll keep on followin you up."
ham,"Not yet chikku..going to room nw, i'm in bus.."
ham,All e best 4 ur exam later.
ham,He's in lag. That's just the sad part but we keep in touch thanks to skype
ham,Oh k.k..where did you take test?
spam,What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!
ham,Hi kindly give us back our documents which we submitted for loan from STAPATI
ham,Should i send you naughty pix? :)
ham,Just haven't decided where yet eh ?
ham,I AM AT THE GAS STATION. GO THERE.
ham,Our Prasanth ettans mother passed away last night. Just pray for her and family.
spam,"Thanks for your ringtone order, ref number K718. Your mobile will be charged å£4.50. Should your tone not arrive please call customer services on 09065069120"
ham,I've been trying to reach him without success
ham,She's fine. Sends her greetings
ham,There's no point hangin on to mr not right if he's not makin u happy
ham,"Hmmm.... Mayb can try e shoppin area one, but forgot e name of hotel..."
ham,Lol no. Just trying to make your day a little more interesting
ham,Xy trying smth now. U eat already? We havent...
ham,Huh so fast... Dat means u havent finished painting?
ham,Still chance there. If you search hard you will get it..let have a try :)
spam,Dont forget you can place as many FREE Requests with 1stchoice.co.uk as you wish. For more Information call 08707808226.
ham,"Mum, hope you are having a great day. Hoping this text meets you well and full of life. Have a great day. Abiola"
ham,Yes:)sura in sun tv.:)lol.
ham,Me sef dey laugh you. Meanwhile how's my darling anjie!
ham,Yo come over carlos will be here soon
ham,Ok then i come n pick u at engin?
ham,Lol please do. Actually send a pic of yourself right now. I wanna see. Pose with a comb and hair dryer or something.
ham,"Urgh, coach hot, smells of chip fat! Thanks again, especially for the duvet (not a predictive text word)."
spam,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18+only
ham,"Indians r poor but India is not a poor country. Says one of the swiss bank directors. He says that \ &lt;#&gt;  lac crore\"" of Indian money is deposited in swiss banks which can be used for 'taxless' budget for  &lt;#&gt;  yrs. Can give  &lt;#&gt;  crore jobs to all Indians. From any village to Delhi 4 lane roads. Forever free power suply to more than  &lt;#&gt;  social projects. Every citizen can get monthly  &lt;#&gt; /- for  &lt;#&gt;  yrs. No need of World Bank &amp; IMF loan. Think how our money is blocked by rich politicians. We have full rights against corrupt politicians. Itna forward karo ki pura INDIA padhe.g.m.\"""""
